Date Time,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg)
03.03.2009 18:30:00,985.06,4.88,279.24,-3.09,56.17,8.65,4.86,3.79,3.07,4.93,1231.91,2.3,2.63,233
03.03.2009 18:40:00,985.07,4.78,279.14,-3.16,56.27,8.59,4.84,3.76,3.06,4.91,1232.38,2.51,2.88,240.9
03.03.2009 18:50:00,985.05,4.67,279.02,-3.17,56.68,8.53,4.83,3.69,3.06,4.91,1232.85,2.54,3.38,232.3
03.03.2009 19:00:00,984.98,4.51,278.87,-3.13,57.48,8.43,4.85,3.59,3.07,4.92,1233.45,2.88,3.63,224.6
03.03.2009 19:10:00,984.88,4.36,278.73,-3,58.63,8.35,4.89,3.45,3.1,4.97,1233.95,1.63,2.63,218
03.03.2009 19:20:00,984.77,3.96,278.34,-2.96,60.49,8.11,4.91,3.21,3.11,4.98,1235.59,1.85,2.75,218.4
03.03.2009 19:30:00,984.63,3.67,278.06,-2.78,62.55,7.95,4.97,2.98,3.15,5.05,1236.68,1.55,2.88,215.7
03.03.2009 19:40:00,984.49,3.25,277.65,-2.81,64.34,7.71,4.96,2.75,3.14,5.04,1238.41,0.57,1.25,147.5
03.03.2009 19:50:00,984.41,2.92,277.32,-2.73,66.23,7.54,4.99,2.55,3.16,5.07,1239.75,1.03,1.75,176.7
03.03.2009 20:00:00,984.33,2.65,277.05,-2.7,67.69,7.39,5,2.39,3.17,5.08,1240.89,0.62,1.5,200.7
03.03.2009 20:10:00,984.24,2.62,277.03,-2.61,68.28,7.38,5.04,2.34,3.19,5.12,1240.87,0.7,1.13,189.4
03.03.2009 20:20:00,984.11,2.66,277.09,-2.46,68.82,7.4,5.09,2.31,3.23,5.18,1240.49,0.88,1.38,143.6
03.03.2009 20:30:00,984.08,2.49,276.92,-2.44,69.82,7.31,5.1,2.21,3.23,5.19,1241.23,1.07,2.38,158.9
03.03.2009 20:40:00,983.97,2.33,276.76,-2.44,70.6,7.23,5.1,2.12,3.23,5.18,1241.82,0.87,1.88,155.1
03.03.2009 20:50:00,983.9,2.23,276.67,-2.4,71.3,7.18,5.12,2.06,3.24,5.2,1242.15,1.1,1.88,177
03.03.2009 21:00:00,983.79,2.13,276.58,-2.38,71.9,7.13,5.12,2,3.25,5.21,1242.45,1.18,2,153
03.03.2009 21:10:00,983.66,1.89,276.35,-2.42,73,7,5.11,1.89,3.24,5.2,1243.4,0.98,1.75,157.7
03.03.2009 21:20:00,983.51,1.69,276.16,-2.39,74.2,6.9,5.12,1.78,3.25,5.21,1244.09,0.75,2.25,153
03.03.2009 21:30:00,983.46,1.47,275.94,-2.4,75.3,6.8,5.12,1.68,3.24,5.2,1245.03,0.62,1.25,150.6
03.03.2009 21:40:00,983.35,1.43,275.91,-2.35,75.8,6.78,5.14,1.64,3.25,5.22,1245.07,1.26,2.25,127.4
03.03.2009 21:50:00,983.27,1.36,275.85,-2.37,76.1,6.74,5.13,1.61,3.25,5.22,1245.3,0.6,1.25,117.3
03.03.2009 22:00:00,983.22,1.2,275.69,-2.39,76.9,6.66,5.12,1.54,3.25,5.21,1245.98,0.39,0.88,130.6
03.03.2009 22:10:00,983.12,0.88,275.37,-2.56,77.7,6.51,5.06,1.45,3.21,5.14,1247.33,0.2,0.63,187.7
03.03.2009 22:20:00,982.94,0.63,275.14,-2.47,79.6,6.4,5.09,1.3,3.23,5.18,1248.19,0.36,0.88,128.6
03.03.2009 22:30:00,982.85,0.56,275.08,-2.56,79.5,6.36,5.06,1.3,3.21,5.15,1248.42,0.34,0.88,189.7
03.03.2009 22:40:00,982.75,0.27,274.8,-2.74,80.1,6.23,4.99,1.24,3.16,5.08,1249.66,0.22,0.88,188
03.03.2009 22:50:00,982.68,0,274.53,-2.83,81.1,6.11,4.95,1.15,3.14,5.04,1250.8,0.1,0.5,169.2
03.03.2009 23:00:00,982.53,-0.06,274.48,-2.7,82.3,6.08,5,1.08,3.17,5.09,1250.88,0.24,0.5,217.4
03.03.2009 23:10:00,982.39,-0.15,274.4,-2.79,82.3,6.04,4.97,1.07,3.15,5.06,1251.13,0.45,1,218.1
03.03.2009 23:20:00,982.24,-0.34,274.22,-2.84,83.1,5.96,4.95,1.01,3.14,5.04,1251.82,0.84,1.38,224.2
03.03.2009 23:30:00,982.08,-0.27,274.31,-2.71,83.5,5.99,5,0.99,3.17,5.09,1251.26,0.76,1.13,207.8
03.03.2009 23:40:00,981.89,-0.31,274.28,-2.78,83.3,5.97,4.97,1,3.16,5.06,1251.24,0.49,1,217.4
03.03.2009 23:50:00,981.75,-0.5,274.1,-2.89,83.8,5.89,4.94,0.95,3.13,5.03,1251.92,0.7,1.75,218.9
04.03.2009 00:00:00,981.57,-0.34,274.27,-2.59,84.7,5.96,5.05,0.91,3.2,5.14,1250.93,0.7,1.5,217.2
04.03.2009 00:10:00,981.42,-0.01,274.62,-2.44,83.6,6.1,5.1,1,3.24,5.2,1249.2,0.29,1,170.9
04.03.2009 00:20:00,981.21,0.21,274.86,-2.31,83.1,6.2,5.15,1.05,3.27,5.25,1247.89,0.24,0.63,171.8
04.03.2009 00:30:00,981.07,0.5,275.16,-2.12,82.5,6.34,5.23,1.11,3.32,5.33,1246.35,0.25,0.75,139.5
04.03.2009 00:40:00,980.95,0.51,275.18,-2.2,81.9,6.34,5.19,1.15,3.3,5.29,1246.16,0.21,0.88,135.4
04.03.2009 00:50:00,980.85,0.24,274.92,-2.32,82.8,6.22,5.15,1.07,3.27,5.25,1247.28,0.33,0.75,175.3
04.03.2009 01:00:00,980.72,0.14,274.82,-2.25,83.9,6.17,5.18,0.99,3.29,5.28,1247.59,0.32,0.75,189.1
04.03.2009 01:10:00,980.58,0.03,274.73,-2.3,84.2,6.12,5.16,0.97,3.28,5.26,1247.9,0.15,0.88,199
04.03.2009 01:20:00,980.43,-0.22,274.49,-2.41,85.1,6.01,5.11,0.9,3.25,5.22,1248.88,0.92,1.25,214.5
04.03.2009 01:30:00,980.3,-0.4,274.31,-2.46,85.9,5.93,5.09,0.84,3.24,5.2,1249.57,0.92,1.38,214.3
04.03.2009 01:40:00,980.1,-0.45,274.28,-2.42,86.5,5.91,5.11,0.8,3.25,5.21,1249.53,0.67,1.13,176.9
04.03.2009 01:50:00,979.92,-0.58,274.16,-2.48,86.9,5.85,5.09,0.77,3.24,5.19,1249.9,0.37,0.88,190.9
04.03.2009 02:00:00,979.79,-0.56,274.2,-2.31,87.9,5.86,5.15,0.71,3.28,5.26,1249.6,0.82,1.63,217.5
04.03.2009 02:10:00,979.61,-0.04,274.73,-1.78,88,6.09,5.36,0.73,3.41,5.47,1246.91,0.91,1.5,204.9
04.03.2009 02:20:00,979.4,0.37,275.17,-1.59,86.6,6.28,5.44,0.84,3.46,5.55,1244.7,1.12,1.63,217.6
04.03.2009 02:30:00,979.23,0.67,275.48,-1.52,85.2,6.41,5.46,0.95,3.48,5.58,1243.14,1.46,2.38,199.1
04.03.2009 02:40:00,979.09,0.82,275.64,-1.51,84.3,6.48,5.47,1.02,3.48,5.58,1242.25,1.44,2.63,203.1
04.03.2009 02:50:00,978.94,0.83,275.66,-1.49,84.4,6.49,5.48,1.01,3.49,5.59,1242.03,1.06,2,192.9
04.03.2009 03:00:00,978.86,0.78,275.62,-1.49,84.7,6.46,5.47,0.99,3.49,5.59,1242.16,1.28,2,191.9
04.03.2009 03:10:00,978.59,0.72,275.58,-1.5,85,6.44,5.47,0.97,3.48,5.59,1242.09,0.96,1.75,170.3
04.03.2009 03:20:00,978.36,0.58,275.46,-1.59,85.3,6.37,5.43,0.94,3.46,5.56,1242.44,1.52,2.5,190.1
04.03.2009 03:30:00,978.17,0.52,275.41,-1.57,85.8,6.34,5.44,0.9,3.47,5.56,1242.47,1.98,3.13,196.6
04.03.2009 03:40:00,977.97,0.56,275.47,-1.5,86,6.36,5.47,0.89,3.49,5.6,1242,1.67,3.63,200.4
04.03.2009 03:50:00,977.8,0.66,275.58,-1.34,86.4,6.41,5.54,0.87,3.53,5.66,1241.33,1.39,3,204.6
04.03.2009 04:00:00,977.66,0.8,275.74,-1.21,86.3,6.47,5.59,0.89,3.56,5.72,1240.47,1.55,2.25,202.1
04.03.2009 04:10:00,977.55,0.83,275.78,-1.2,86.2,6.49,5.59,0.9,3.57,5.72,1240.2,1.31,2.5,186
04.03.2009 04:20:00,977.42,0.88,275.84,-1.12,86.4,6.51,5.63,0.89,3.59,5.76,1239.8,1.22,2.13,204.2
04.03.2009 04:30:00,977.26,0.89,275.86,-1.11,86.4,6.52,5.63,0.89,3.59,5.76,1239.55,1.18,2.25,204.8
04.03.2009 04:40:00,977.14,0.89,275.87,-1.06,86.7,6.52,5.65,0.87,3.6,5.78,1239.37,0.55,1.5,190.2
04.03.2009 04:50:00,976.93,1.11,276.1,-0.85,86.7,6.62,5.74,0.88,3.66,5.87,1238.1,0.42,1.25,170.5
04.03.2009 05:00:00,976.84,1.23,276.24,-0.86,85.9,6.68,5.74,0.94,3.66,5.87,1237.42,0.7,1.75,194.4
04.03.2009 05:10:00,976.7,1.32,276.33,-0.8,85.7,6.72,5.76,0.96,3.68,5.9,1236.85,0.82,1.5,162
04.03.2009 05:20:00,976.55,1.45,276.48,-0.72,85.4,6.78,5.79,0.99,3.7,5.93,1236.05,0.43,1.5,154.5
04.03.2009 05:30:00,976.38,1.56,276.6,-0.71,84.8,6.84,5.8,1.04,3.7,5.94,1235.34,1.27,2.13,176.7
04.03.2009 05:40:00,976.24,1.55,276.61,-0.73,84.7,6.83,5.79,1.05,3.7,5.93,1235.19,0.91,1.63,205
04.03.2009 05:50:00,976.05,1.57,276.64,-0.69,84.9,6.84,5.81,1.03,3.71,5.95,1234.87,1.38,2,206.8
04.03.2009 06:00:00,975.86,1.74,276.82,-0.54,84.8,6.93,5.87,1.05,3.75,6.02,1233.84,0.55,1.25,165.6
04.03.2009 06:10:00,975.71,1.85,276.95,-0.52,84.2,6.98,5.88,1.1,3.76,6.03,1233.13,1.03,1.75,208.1
04.03.2009 06:20:00,975.54,1.87,276.98,-0.44,84.6,6.99,5.91,1.08,3.78,6.06,1232.83,1.07,1.5,208.3
04.03.2009 06:30:00,975.37,2.25,277.39,-0.21,83.7,7.19,6.02,1.17,3.85,6.17,1230.83,1.15,1.5,197.9
04.03.2009 06:40:00,975.19,2.4,277.54,-0.25,82.6,7.26,6,1.26,3.83,6.15,1229.98,0.76,1.25,213.5
04.03.2009 06:50:00,975.12,2.47,277.62,-0.2,82.5,7.3,6.02,1.28,3.85,6.17,1229.57,0.41,0.88,226.1
04.03.2009 07:00:00,975.11,2.52,277.67,-0.12,82.7,7.32,6.06,1.27,3.87,6.21,1229.32,0.28,0.63,203.1
04.03.2009 07:10:00,975.03,2.57,277.74,-0.06,82.7,7.35,6.08,1.27,3.89,6.24,1228.94,0.45,0.75,60.12
04.03.2009 07:20:00,974.98,2.67,277.84,0.06,82.8,7.41,6.13,1.27,3.92,6.29,1228.41,0.43,0.75,103.4
04.03.2009 07:30:00,974.81,2.77,277.95,0.05,82.2,7.46,6.13,1.33,3.92,6.29,1227.75,0.35,1,143.6
04.03.2009 07:40:00,974.69,2.77,277.96,-0.05,81.6,7.46,6.08,1.37,3.89,6.24,1227.66,0.37,1,159
04.03.2009 07:50:00,974.56,2.72,277.92,-0.03,82,7.43,6.09,1.34,3.9,6.25,1227.71,0.6,1.25,169.6
04.03.2009 08:00:00,974.41,2.78,277.99,0.06,82.2,7.46,6.13,1.33,3.93,6.3,1227.22,0.41,1.5,173.8
04.03.2009 08:10:00,974.24,3.48,278.71,0.49,80.7,7.84,6.33,1.51,4.05,6.5,1223.8,0.95,1.75,186.9
04.03.2009 08:20:00,974.08,4.7,279.96,0.72,75.3,8.55,6.44,2.11,4.12,6.61,1218.17,1.43,2.13,179.3
04.03.2009 08:30:00,973.86,5.03,280.31,0.69,73.4,8.75,6.42,2.33,4.11,6.59,1216.45,1.5,2.75,181.1
04.03.2009 08:40:00,973.66,5.41,280.71,0.77,71.9,8.98,6.46,2.52,4.14,6.63,1214.53,1.69,2.63,175.5
04.03.2009 08:50:00,973.49,5.55,280.86,0.82,71.5,9.07,6.48,2.58,4.15,6.66,1213.72,1.88,3.13,168.8
04.03.2009 09:00:00,973.25,5.31,280.64,0.73,72.2,8.92,6.44,2.48,4.13,6.62,1214.47,2.93,4.25,153.9
04.03.2009 09:10:00,973.01,5.24,280.59,0.79,72.9,8.88,6.47,2.41,4.15,6.65,1214.46,3.45,5.13,143
04.03.2009 09:20:00,972.77,4.74,280.11,0.6,74.4,8.57,6.38,2.19,4.09,6.56,1216.37,4.06,5.63,143.9
04.03.2009 09:30:00,972.53,4.57,279.95,0.68,75.8,8.47,6.42,2.05,4.12,6.6,1216.82,3.17,5.13,157.4
04.03.2009 09:40:00,972.27,4.84,280.24,0.8,75,8.63,6.47,2.16,4.15,6.66,1215.29,3.23,5.38,154.5
04.03.2009 09:50:00,972.05,4.91,280.33,0.89,75.1,8.67,6.51,2.16,4.18,6.7,1214.68,3.84,5,151.7
04.03.2009 10:00:00,971.87,5.19,280.63,1.08,74.7,8.84,6.61,2.24,4.24,6.8,1213.2,3.24,5,154.4
04.03.2009 10:10:00,971.72,5.86,281.31,1.33,72.6,9.26,6.73,2.54,4.32,6.92,1210.05,3.51,5.63,176
04.03.2009 10:20:00,971.51,6.07,281.55,1.3,71.4,9.4,6.71,2.69,4.31,6.91,1208.87,5.77,8.88,187.4
04.03.2009 10:30:00,971.4,6.01,281.5,1.17,71,9.37,6.65,2.72,4.27,6.85,1209,6,8.38,176
04.03.2009 10:40:00,971.27,6.11,281.61,1.26,71,9.43,6.69,2.73,4.3,6.89,1208.41,4.99,6.75,178.1
04.03.2009 10:50:00,971.17,6.26,281.77,1.39,70.9,9.53,6.76,2.77,4.34,6.96,1207.61,4.53,7.13,174.8
04.03.2009 11:00:00,971.05,6.7,282.22,1.54,69.53,9.82,6.83,2.99,4.39,7.03,1205.51,4.57,6.25,164.3
04.03.2009 11:10:00,970.92,6.8,282.34,1.58,69.21,9.89,6.85,3.05,4.4,7.05,1204.9,4.15,6.25,190.2
04.03.2009 11:20:00,970.76,7.07,282.62,1.63,68.22,10.08,6.87,3.2,4.42,7.08,1203.55,4.4,7,165.7
04.03.2009 11:30:00,970.55,7.56,283.13,1.71,66.36,10.42,6.91,3.51,4.44,7.12,1201.16,5.14,7.88,169.9
04.03.2009 11:40:00,970.36,7.8,283.39,1.69,65.18,10.59,6.9,3.69,4.44,7.12,1199.91,5.02,7.5,158.5
04.03.2009 11:50:00,970.22,8.31,283.91,1.73,63.14,10.97,6.92,4.04,4.45,7.14,1197.55,4.28,5.88,170.9
04.03.2009 12:00:00,970.05,8.58,284.2,1.49,60.93,11.17,6.81,4.36,4.38,7.02,1196.25,5.39,8,167.5
04.03.2009 12:10:00,969.92,8.93,284.56,1.57,59.82,11.44,6.84,4.6,4.4,7.05,1194.59,4.47,7.38,182.2
04.03.2009 12:20:00,969.76,8.84,284.49,1.44,59.65,11.37,6.78,4.59,4.36,6.99,1194.8,4.59,7.25,176.9
04.03.2009 12:30:00,969.6,9,284.66,1.43,58.96,11.49,6.78,4.72,4.36,6.99,1193.93,4.58,6.75,171.8
04.03.2009 12:40:00,969.44,8.88,284.55,1.34,59.04,11.4,6.73,4.67,4.33,6.94,1194.26,4.56,6.63,183.1
04.03.2009 12:50:00,969.3,8.98,284.67,1.43,59.02,11.48,6.77,4.7,4.36,6.99,1193.64,4.47,6.25,174.8
04.03.2009 13:00:00,969.09,9.4,285.11,1.39,57.21,11.81,6.76,5.05,4.35,6.97,1191.62,5.01,7.63,190.2
04.03.2009 13:10:00,969.01,9.39,285.11,1.32,56.97,11.8,6.72,5.08,4.33,6.94,1191.58,5.07,6.63,182.4
04.03.2009 13:20:00,968.9,9.64,285.37,1.44,56.51,12,6.78,5.22,4.36,7,1190.36,4.22,7.13,177.8
04.03.2009 13:30:00,968.8,9.86,285.6,1.44,55.66,12.18,6.78,5.4,4.36,7,1189.31,3.67,6.75,178.9
04.03.2009 13:40:00,968.59,9.62,285.37,1.16,55.43,11.98,6.64,5.34,4.28,6.86,1190.13,5.23,7.5,190.9
04.03.2009 13:50:00,968.56,9.38,285.13,1.28,56.83,11.79,6.7,5.09,4.31,6.92,1191.07,4.19,6.88,182.3
04.03.2009 14:00:00,968.46,9.29,285.05,1.56,58.33,11.72,6.84,4.88,4.4,7.06,1191.27,5.32,7.38,175.4
04.03.2009 14:10:00,968.32,9.33,285.1,1.5,57.94,11.75,6.81,4.94,4.39,7.03,1190.94,5.02,7.75,169.5
04.03.2009 14:20:00,968.13,9.33,285.12,1.38,57.43,11.75,6.75,5,4.35,6.97,1190.73,4.76,6.88,186.9
04.03.2009 14:30:00,967.91,9.48,285.29,1.58,57.7,11.87,6.85,5.02,4.41,7.08,1189.78,4.05,6.63,181.8
04.03.2009 14:40:00,967.68,9.38,285.21,1.55,57.97,11.79,6.84,4.96,4.41,7.06,1189.93,4.41,6,173.5
04.03.2009 14:50:00,967.55,9.48,285.32,1.64,57.93,11.87,6.88,4.99,4.43,7.11,1189.32,3.9,6,182.5
04.03.2009 15:00:00,967.34,9.78,285.64,1.93,57.96,12.11,7.02,5.09,4.53,7.26,1187.74,4.37,5.63,185.9
04.03.2009 15:10:00,967.21,10.07,285.94,1.99,57.11,12.35,7.05,5.3,4.55,7.29,1186.35,3.99,6.13,160.8
04.03.2009 15:20:00,967.06,10.26,286.15,2.1,56.83,12.51,7.11,5.4,4.59,7.35,1185.34,3.67,6,165.2
04.03.2009 15:30:00,966.97,9.93,285.82,2,57.69,12.24,7.06,5.18,4.55,7.3,1186.64,4,6.13,164.9
04.03.2009 15:40:00,966.88,9.65,285.55,2.07,59.08,12.01,7.09,4.91,4.58,7.34,1187.68,3.68,6.25,173.5
04.03.2009 15:50:00,966.73,9.6,285.51,1.98,58.89,11.97,7.05,4.92,4.55,7.29,1187.73,3.72,5.63,167.5
04.03.2009 16:00:00,966.55,9.09,285.01,1.67,59.6,11.56,6.89,4.67,4.45,7.13,1189.73,4.84,6.88,170
04.03.2009 16:10:00,966.32,8.76,284.7,1.52,60.32,11.31,6.82,4.49,4.4,7.06,1190.87,4.28,6.13,168.1
04.03.2009 16:20:00,966.17,8.83,284.78,1.58,60.28,11.36,6.85,4.51,4.42,7.09,1190.37,4.19,6.5,175.7
04.03.2009 16:30:00,966.06,8.85,284.81,1.65,60.5,11.38,6.88,4.49,4.44,7.12,1190.14,3.89,5.88,172.1
04.03.2009 16:40:00,965.98,8.83,284.8,1.74,60.96,11.36,6.93,4.44,4.47,7.17,1190.1,4.24,6.63,165.7
04.03.2009 16:50:00,965.8,8.72,284.7,1.8,61.71,11.28,6.96,4.32,4.49,7.21,1190.33,3.44,5.75,169.3
04.03.2009 17:00:00,965.65,8.48,284.47,1.9,63.15,11.09,7.01,4.09,4.53,7.26,1191.14,4.37,7.25,150.6
04.03.2009 17:10:00,965.5,8.01,284.01,1.33,62.61,10.75,6.73,4.02,4.35,6.97,1193.07,5.55,8.88,164.6
04.03.2009 17:20:00,965.41,7.73,283.73,1.37,64,10.54,6.75,3.8,4.36,6.99,1194.14,4,6.63,180.3
04.03.2009 17:30:00,965.31,7.55,283.56,1.4,64.9,10.41,6.76,3.66,4.37,7,1194.78,3.83,6,171.7
04.03.2009 17:40:00,965.31,7.36,283.37,1.45,65.99,10.28,6.78,3.5,4.38,7.03,1195.58,3.82,5.5,175.6
04.03.2009 17:50:00,965.3,7.14,283.15,1.49,67.22,10.12,6.81,3.32,4.4,7.05,1196.49,3.58,6.13,172.1
04.03.2009 18:00:00,965.24,6.84,282.85,1.55,68.88,9.92,6.83,3.09,4.41,7.08,1197.67,4.64,8.38,168.7
04.03.2009 18:10:00,965.17,6.53,282.54,1.49,70.1,9.71,6.81,2.9,4.4,7.05,1198.93,5.76,9.75,176.1
04.03.2009 18:20:00,965.12,6.28,282.29,1.39,70.8,9.54,6.76,2.79,4.37,7,1199.98,4.85,7.75,172.8
04.03.2009 18:30:00,965.22,6.12,282.12,1.35,71.4,9.44,6.74,2.7,4.35,6.98,1200.8,4.29,7.5,169.6
04.03.2009 18:40:00,965.2,5.91,281.91,1.35,72.4,9.3,6.73,2.57,4.35,6.98,1201.66,4.59,9.13,174.2
04.03.2009 18:50:00,965.09,5.74,281.75,1.24,72.7,9.19,6.68,2.51,4.32,6.92,1202.3,5.01,8.13,178.1
04.03.2009 19:00:00,965.12,5.58,281.59,1.2,73.3,9.09,6.66,2.43,4.31,6.9,1203.03,4.4,5.5,169.3
04.03.2009 19:10:00,965.04,5.5,281.51,1.17,73.6,9.04,6.65,2.39,4.3,6.89,1203.3,5.42,8.63,178.8
04.03.2009 19:20:00,965.05,5.42,281.43,1.16,73.9,8.99,6.64,2.35,4.29,6.89,1203.62,5.39,9.63,179.6
04.03.2009 19:30:00,965.06,5.38,281.39,1.16,74.1,8.96,6.64,2.32,4.29,6.88,1203.83,5.22,8.25,183.1
04.03.2009 19:40:00,965.11,5.29,281.29,1.14,74.5,8.91,6.64,2.27,4.29,6.88,1204.29,4.46,8,179.1
04.03.2009 19:50:00,965.08,5.12,281.12,1.11,75.2,8.8,6.62,2.18,4.28,6.86,1205,3.3,5.63,185.3
04.03.2009 20:00:00,964.83,5,281.02,1.08,75.7,8.73,6.61,2.12,4.27,6.85,1205.21,2.76,5,171.8
04.03.2009 20:10:00,964.75,4.99,281.02,1.09,75.8,8.72,6.61,2.11,4.27,6.85,1205.15,2.85,5.13,180.6
04.03.2009 20:20:00,964.67,4.92,280.95,1.09,76.2,8.68,6.61,2.07,4.27,6.85,1205.37,3.04,5.38,178.4
04.03.2009 20:30:00,964.5,4.89,280.94,1.12,76.5,8.66,6.63,2.04,4.28,6.87,1205.26,2.63,4,168.3
04.03.2009 20:40:00,964.47,4.73,280.78,1.08,77.1,8.57,6.6,1.96,4.27,6.85,1205.91,2.51,3.75,169
04.03.2009 20:50:00,964.41,4.53,280.58,1.04,78,8.45,6.59,1.86,4.26,6.83,1206.72,1.49,2.88,161.2
04.03.2009 21:00:00,964.26,4.33,280.39,1.04,79.1,8.33,6.59,1.74,4.26,6.83,1207.4,1.48,2.5,156
04.03.2009 21:10:00,964.2,4.14,280.2,0.96,79.7,8.21,6.55,1.67,4.23,6.79,1208.2,1.1,2.13,212.7
04.03.2009 21:20:00,964.19,3.91,279.98,0.88,80.5,8.09,6.51,1.58,4.21,6.75,1209.17,0.78,2,221
04.03.2009 21:30:00,964.18,3.78,279.84,0.91,81.5,8.01,6.53,1.48,4.22,6.77,1209.75,0.94,1.88,234.5
04.03.2009 21:40:00,964.13,3.83,279.9,1,81.7,8.04,6.57,1.47,4.25,6.81,1209.44,0.78,1.38,295.8
04.03.2009 21:50:00,963.99,3.77,279.85,0.97,81.9,8,6.56,1.45,4.24,6.8,1209.54,0.47,0.88,165.7
04.03.2009 22:00:00,963.95,3.7,279.78,0.99,82.4,7.97,6.56,1.4,4.25,6.81,1209.78,0.41,0.88,122.8
04.03.2009 22:10:00,963.92,3.57,279.66,0.92,82.7,7.9,6.53,1.37,4.22,6.77,1210.31,0.48,1.13,116.1
04.03.2009 22:20:00,963.77,3.4,279.5,0.85,83.3,7.8,6.5,1.3,4.2,6.74,1210.87,0.38,1,118.2
04.03.2009 22:30:00,963.58,3.2,279.31,0.75,83.9,7.69,6.45,1.24,4.17,6.7,1211.55,0.26,0.75,124.3
04.03.2009 22:40:00,963.44,2.88,279,0.57,84.7,7.52,6.37,1.15,4.12,6.61,1212.81,0.37,0.75,92.7
04.03.2009 22:50:00,963.32,2.48,278.6,0.4,86.1,7.31,6.29,1.02,4.07,6.53,1214.46,0.9,1.38,359.6
04.03.2009 23:00:00,963.2,2.36,278.49,0.49,87.4,7.24,6.33,0.91,4.1,6.57,1214.81,0.32,1.25,350.4
04.03.2009 23:10:00,963.08,2.18,278.32,0.3,87.3,7.15,6.24,0.91,4.04,6.48,1215.49,0.22,0.63,121.4
04.03.2009 23:20:00,962.96,2.06,278.21,0.26,87.8,7.09,6.22,0.86,4.03,6.46,1215.89,0.67,1.63,16.08
04.03.2009 23:30:00,962.85,1.85,278,0.18,88.6,6.98,6.19,0.8,4.01,6.43,1216.7,1.39,1.88,353.5
04.03.2009 23:40:00,962.76,1.7,277.86,0.12,89.2,6.91,6.16,0.75,3.99,6.4,1217.28,1.17,1.88,331.2
04.03.2009 23:50:00,962.67,1.42,277.59,-0.11,89.5,6.77,6.06,0.71,3.93,6.3,1218.42,0.72,1.88,312.8
05.03.2009 00:00:00,962.54,1.24,277.41,-0.13,90.5,6.68,6.05,0.63,3.92,6.28,1219.07,1.73,2.5,334.2
05.03.2009 00:10:00,962.45,1.18,277.36,-0.12,91,6.65,6.06,0.6,3.92,6.29,1219.22,1.57,2.25,355.2
05.03.2009 00:20:00,962.39,1.14,277.32,-0.12,91.3,6.63,6.06,0.58,3.92,6.29,1219.34,0.78,1.5,350.7
05.03.2009 00:30:00,962.25,1.08,277.28,-0.13,91.6,6.61,6.05,0.55,3.92,6.29,1219.41,0.33,0.88,26.02
05.03.2009 00:40:00,962.19,0.98,277.18,-0.24,91.5,6.56,6,0.56,3.89,6.24,1219.8,0.54,1.5,42.1
05.03.2009 00:50:00,962.04,0.93,277.14,-0.23,91.9,6.53,6.01,0.53,3.89,6.24,1219.84,1.63,2.5,8.44
05.03.2009 01:00:00,961.96,0.81,277.03,-0.3,92.2,6.48,5.97,0.51,3.87,6.21,1220.27,1.34,2.88,9.13
05.03.2009 01:10:00,961.86,0.73,276.95,-0.33,92.6,6.44,5.96,0.48,3.86,6.2,1220.54,0.61,1.25,27.24
05.03.2009 01:20:00,961.83,0.73,276.95,-0.33,92.6,6.44,5.96,0.48,3.86,6.2,1220.5,1.01,1.75,15.14
05.03.2009 01:30:00,961.71,0.67,276.9,-0.35,92.9,6.41,5.96,0.46,3.86,6.19,1220.63,1.1,1.63,9.76
05.03.2009 01:40:00,961.62,0.59,276.83,-0.4,93,6.38,5.93,0.45,3.84,6.17,1220.85,1.41,2.13,9.3
05.03.2009 01:50:00,961.55,0.45,276.69,-0.53,93.1,6.31,5.87,0.44,3.81,6.11,1221.44,0.73,2.5,0.89
05.03.2009 02:00:00,961.4,0.2,276.45,-0.77,93.2,6.2,5.77,0.42,3.74,6.01,1222.41,1.66,2.38,347.3
05.03.2009 02:10:00,961.34,-0.04,276.21,-0.93,93.7,6.09,5.7,0.38,3.7,5.93,1223.44,0.68,1.63,330
05.03.2009 02:20:00,961.2,-0.1,276.16,-0.9,94.3,6.06,5.72,0.35,3.71,5.95,1223.52,0.54,1.25,337.9
05.03.2009 02:30:00,961.06,-0.09,276.19,-0.84,94.7,6.07,5.74,0.32,3.73,5.98,1223.29,0.25,0.63,138.1
05.03.2009 02:40:00,961.12,-0.23,276.04,-1.03,94.3,6.01,5.66,0.34,3.67,5.89,1224.02,0.34,0.88,73.6
05.03.2009 02:50:00,960.97,-0.56,275.72,-1.34,94.4,5.86,5.53,0.33,3.59,5.76,1225.36,0.35,0.63,59.73
05.03.2009 03:00:00,960.82,-0.77,275.52,-1.51,94.7,5.77,5.47,0.31,3.55,5.69,1226.17,0.58,1.13,255.9
05.03.2009 03:10:00,960.66,-0.81,275.5,-1.45,95.4,5.76,5.49,0.26,3.56,5.72,1226.1,0.61,1.5,299.5
05.03.2009 03:20:00,960.53,-0.62,275.69,-1.21,95.8,5.84,5.59,0.25,3.63,5.82,1225.07,0.98,2,327.8
05.03.2009 03:30:00,960.37,-0.37,275.96,-0.9,96.2,5.94,5.72,0.23,3.71,5.96,1223.66,0.91,1.75,346.8
